tender_id,doc_id,doc_name,doc_type,doc_category,doc_date,doc_size_mb,download_url,downloaded,text_extracted,text_length
316566,bd815d11d7ce99e062785ba14cf5d7b1,A. Saneringsonderzoek vml. Brandweerkazerne Vliegbasis Soesterberg D10049850.20 11 april 2022 Arcadis Nederland B.V.,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,11.06,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/316566/documenten/9756357/content,True,True,245939
316566,b1bb689818dfbcb7e1c60c24f34201b4,20197 Bijlage UEA,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,2.03,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/316566/documenten/9756356/content,True,True,665
316566,1ee1b64e8f0f5c601f87f30db0dbe08c,20197 Advies- en ontwerpdiensten VBS Sortie16 Westflank Tankplaats - paars - def. - v.230710,MS WORD 7 document,Aanbestedingsdocumenten,2023-07-12,1.1,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/316566/documenten/9756355/content,False,False,0
304965,f332b5264715663e0960cd9b7515acc8,"TN420730 - EF29 Aankondiging gegunde opdracht - algemene richtlijn, standaardregeling 20231113160739",Portable Document Format,Aankondiging,2023-11-15,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/10154296/content,True,True,13154
304965,68cb4ab284926c422c293573901d3cca,20197 Bijlage 3 Concept Overeenkomst - bijgewerkt nav NvI 1 - v.230830,MS WORD 7 document,Aanbestedingsdocumenten,2023-08-30,0.05,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9869197/content,False,False,0
304965,5387960978a99f7a3d1c6457c9e0feb8,Nota van inlichtingen 2023-08-21-1,Portable Document Format,Nota Van Inlichtingen,2023-08-29,0.0,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9841563/content,True,True,1357
304965,fc97072297c7ae0d6a3531eb75267450,20197 Voorber. PFAS-bodemsaneringen Paars - NvI 1 - def - v230829,Excel 2007,Nota Van Inlichtingen,2023-08-29,0.04,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9864204/content,False,False,0
304965,446d6ee9f722ccb947bdb929e5a7397e,"TN420730 - SF14 Kennisgeving van aanvullende informatie, informatie over een onvolledige procedure of rectificatie 20230721103629",Portable Document Format,Aankondiging,2023-07-21,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9793592/content,True,True,2193
304965,bbfa4db341defae7e532961270814c9e,230720 Pres. Inl.bijeenkomst proj. 20196 tm 20198 Ontwerp- en adviesdiensten PU,Portable Document Format,Aanbestedingsdocumenten,2023-07-21,4.23,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9793566/content,True,True,4657
304965,a1b37537f80d747b60e1a2037f6b34a6,Informatiebijeenkomst 20 juli 2023 provincie Utrecht - nadere informatie,MS WORD 7 document,Aanbestedingsdocumenten,2023-07-17,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9777388/content,False,False,0
304965,786b27086f021f99342db9f3f4a55378,TN420730 - SF02 Aankondiging van een opdracht 20230710145132,Portable Document Format,Aankondiging,2023-07-12,0.03,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756446/content,True,True,8244
304965,19d25f401301c778091c1a9846a94a0c,B. Rapportage nader bodemonderzoek bodemverontreiniging met PFAS (grond en grondwater) periode nov 2019 ��� febr 2021) versie 7 definitief 11 mei 2021 20191555_c5RAP-def Geofoxx,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,228.76,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756372/content,True,True,1025555
304965,32f2e3d015c394eaa6da0948434f481e,G. Definitieve beschikking Wbb ernst en spoedeisendheid PFAS tankplaats UT035533276 D2022-162186 1 december 2022,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,0.24,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756362/content,True,True,9254
304965,50fc181f3679b78c524617f1dcbb2830,F. Verkennend bodemonderzoek naar PFAS Tankplaats Voormalig Vliegbasis Soesterberg versie 3.0 10 juli 2019 191346 BK Ingenieurs,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,4.42,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756361/content,True,True,240116
304965,1a66b8542158a8ce2547f0137ddf8537,E. Ori��nterend grondwateronderzoek 4 locaties vml. Vliegbasis Soesterberg definitief revisie 00 11 april 2022 0474160-100 Antea Group,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,10.83,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756360/content,True,True,145782
304965,6c8087651dfb1cb94745c83ae298dcec,D. Memo Onderzoeksplan VO PFAS-verdachte locaties Vliegbasis Soesterberg 11 oktober 2021 BH7817WMNT2110111503 Royal HaskoningDHV,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,1.8,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756359/content,True,True,7694
304965,8e8e40c55a97ab565ae78f84c2f42353,C. Beschikking ernst en spoed Vml. Oefenplaats brandweer vml. Vliegbasis Soesterberg 81 EDF73D 6 mei 2019,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,1.39,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756358/content,True,True,42849
304965,bd815d11d7ce99e062785ba14cf5d7b1,A. Saneringsonderzoek vml. Brandweerkazerne Vliegbasis Soesterberg D10049850.20 11 april 2022 Arcadis Nederland B.V.,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,11.06,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756357/content,True,True,245939
304965,b1bb689818dfbcb7e1c60c24f34201b4,20197 Bijlage UEA,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,2.03,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756356/content,True,True,665
304965,1ee1b64e8f0f5c601f87f30db0dbe08c,20197 Advies- en ontwerpdiensten VBS Sortie16 Westflank Tankplaats - paars - def. - v.230710,MS WORD 7 document,Aanbestedingsdocumenten,2023-07-12,1.1,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/304965/documenten/9756355/content,False,False,0
303632,f332b5264715663e0960cd9b7515acc8,"TN420730 - EF29 Aankondiging gegunde opdracht - algemene richtlijn, standaardregeling 20231113160739",Portable Document Format,Aankondiging,2023-11-15,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/10154296/content,True,True,13154
303632,68cb4ab284926c422c293573901d3cca,20197 Bijlage 3 Concept Overeenkomst - bijgewerkt nav NvI 1 - v.230830,MS WORD 7 document,Aanbestedingsdocumenten,2023-08-30,0.05,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9869197/content,False,False,0
303632,5387960978a99f7a3d1c6457c9e0feb8,Nota van inlichtingen 2023-08-21-1,Portable Document Format,Nota Van Inlichtingen,2023-08-29,0.0,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9841563/content,True,True,1357
303632,fc97072297c7ae0d6a3531eb75267450,20197 Voorber. PFAS-bodemsaneringen Paars - NvI 1 - def - v230829,Excel 2007,Nota Van Inlichtingen,2023-08-29,0.04,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9864204/content,False,False,0
303632,446d6ee9f722ccb947bdb929e5a7397e,"TN420730 - SF14 Kennisgeving van aanvullende informatie, informatie over een onvolledige procedure of rectificatie 20230721103629",Portable Document Format,Aankondiging,2023-07-21,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9793592/content,True,True,2193
303632,bbfa4db341defae7e532961270814c9e,230720 Pres. Inl.bijeenkomst proj. 20196 tm 20198 Ontwerp- en adviesdiensten PU,Portable Document Format,Aanbestedingsdocumenten,2023-07-21,4.23,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9793566/content,True,True,4657
303632,a1b37537f80d747b60e1a2037f6b34a6,Informatiebijeenkomst 20 juli 2023 provincie Utrecht - nadere informatie,MS WORD 7 document,Aanbestedingsdocumenten,2023-07-17,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9777388/content,False,False,0
303632,786b27086f021f99342db9f3f4a55378,TN420730 - SF02 Aankondiging van een opdracht 20230710145132,Portable Document Format,Aankondiging,2023-07-12,0.03,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756446/content,True,True,8244
303632,19d25f401301c778091c1a9846a94a0c,B. Rapportage nader bodemonderzoek bodemverontreiniging met PFAS (grond en grondwater) periode nov 2019 ��� febr 2021) versie 7 definitief 11 mei 2021 20191555_c5RAP-def Geofoxx,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,228.76,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756372/content,True,True,1025555
303632,32f2e3d015c394eaa6da0948434f481e,G. Definitieve beschikking Wbb ernst en spoedeisendheid PFAS tankplaats UT035533276 D2022-162186 1 december 2022,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,0.24,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756362/content,True,True,9254
303632,50fc181f3679b78c524617f1dcbb2830,F. Verkennend bodemonderzoek naar PFAS Tankplaats Voormalig Vliegbasis Soesterberg versie 3.0 10 juli 2019 191346 BK Ingenieurs,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,4.42,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756361/content,True,True,240116
303632,1a66b8542158a8ce2547f0137ddf8537,E. Ori��nterend grondwateronderzoek 4 locaties vml. Vliegbasis Soesterberg definitief revisie 00 11 april 2022 0474160-100 Antea Group,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,10.83,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756360/content,True,True,145782
303632,6c8087651dfb1cb94745c83ae298dcec,D. Memo Onderzoeksplan VO PFAS-verdachte locaties Vliegbasis Soesterberg 11 oktober 2021 BH7817WMNT2110111503 Royal HaskoningDHV,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,1.8,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756359/content,True,True,7694
303632,8e8e40c55a97ab565ae78f84c2f42353,C. Beschikking ernst en spoed Vml. Oefenplaats brandweer vml. Vliegbasis Soesterberg 81 EDF73D 6 mei 2019,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,1.39,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756358/content,True,True,42849
303632,bd815d11d7ce99e062785ba14cf5d7b1,A. Saneringsonderzoek vml. Brandweerkazerne Vliegbasis Soesterberg D10049850.20 11 april 2022 Arcadis Nederland B.V.,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,11.06,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756357/content,True,True,245939
303632,b1bb689818dfbcb7e1c60c24f34201b4,20197 Bijlage UEA,Portable Document Format,Aanbestedingsdocumenten,2023-07-12,2.03,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756356/content,True,True,665
303632,1ee1b64e8f0f5c601f87f30db0dbe08c,20197 Advies- en ontwerpdiensten VBS Sortie16 Westflank Tankplaats - paars - def. - v.230710,MS WORD 7 document,Aanbestedingsdocumenten,2023-07-12,1.1,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/303632/documenten/9756355/content,False,False,0
388614,3f12b3e799a5c2b7f63e49a62992fe16,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250806091750",Portable Document Format,Aankondiging,2025-08-06,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12798077/content,True,True,6861
388614,47ea2973242f8c52b1b8d46dfa654d42,Aangepaste planning PFAS-onderzoek,Portable Document Format,Nota Van Inlichtingen,2025-08-04,0.04,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12795168/content,True,True,509
388614,54c563f89cb3a20c4764c4bc53d90540,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250804161219",Portable Document Format,Aankondiging,2025-08-04,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12795158/content,True,True,6903
388614,f5f9c1491d46b2d23f009aa57809e6e4,Antwoorden Nota_van_Inlichtingen_PFAS-onderzoek,Portable Document Format,Nota Van Inlichtingen,2025-08-04,0.1,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12795023/content,True,True,50222
388614,b6f5e82f713d39c4521838826fa82742,Antwoorden Nota_van_Inlichtingen_PFAS-onderzoek,Excel 2007,Nota Van Inlichtingen,2025-08-04,0.04,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12795024/content,False,False,0
388614,dfbce848d61b96a51e3f869ba5fb4e14,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250703165911",Portable Document Format,Aankondiging,2025-07-05,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12687377/content,True,True,6628
388614,4c64f2945d46a9fedc3b558ac32b9448,Selectieleidraad niet openbare procedure voor Inventarisatie PFAS-bronnen in de bodem,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.34,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12687220/content,True,True,49565
388614,9cde714ec69aed698dc25ebd39c5a058,Bijlage 1 UEA,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.35,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12687219/content,True,True,34403
388614,0f17f83c011b544fc49a94d6568bae11,Bijlage 2 Aanbestedingsvoorwaarde,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.15,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12687218/content,True,True,27934
388614,17eae44bf2c7045fe67bb77b08fc3e03,Bijlage 3 Algemene Inkoopvoorwaarden Provincie Flevoland 2023 voor leveringen en diensten,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.24,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12687217/content,True,True,37258
388614,319f6b23c1a572b0dc90e3cae160ffcb,Bijlage 4 Geschiktheidseisen en Selectiecriteria,Excel 2007,Aanbestedingsdocumenten,2025-07-05,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12687216/content,False,False,0
388614,c91e1cd8e1cf6960b1aba54ba4e2534c,Bijlage 5 Verklaring ontbreken Russische betrokkenheid,MS WORD 7 document,Aanbestedingsdocumenten,2025-07-05,0.66,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12687215/content,False,False,0
388614,69d5d314e0bf855382284b020bee78b8,Bijlage 6 Verwerkersovereenkomst,MS WORD 7 document,Aanbestedingsdocumenten,2025-07-05,0.07,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388614/documenten/12687214/content,False,False,0
388459,3f12b3e799a5c2b7f63e49a62992fe16,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250806091750",Portable Document Format,Aankondiging,2025-08-06,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12798077/content,True,True,6861
388459,47ea2973242f8c52b1b8d46dfa654d42,Aangepaste planning PFAS-onderzoek,Portable Document Format,Nota Van Inlichtingen,2025-08-04,0.04,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12795168/content,True,True,509
388459,54c563f89cb3a20c4764c4bc53d90540,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250804161219",Portable Document Format,Aankondiging,2025-08-04,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12795158/content,True,True,6903
388459,f5f9c1491d46b2d23f009aa57809e6e4,Antwoorden Nota_van_Inlichtingen_PFAS-onderzoek,Portable Document Format,Nota Van Inlichtingen,2025-08-04,0.1,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12795023/content,True,True,50222
388459,b6f5e82f713d39c4521838826fa82742,Antwoorden Nota_van_Inlichtingen_PFAS-onderzoek,Excel 2007,Nota Van Inlichtingen,2025-08-04,0.04,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12795024/content,False,False,0
388459,dfbce848d61b96a51e3f869ba5fb4e14,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250703165911",Portable Document Format,Aankondiging,2025-07-05,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12687377/content,True,True,6628
388459,4c64f2945d46a9fedc3b558ac32b9448,Selectieleidraad niet openbare procedure voor Inventarisatie PFAS-bronnen in de bodem,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.34,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12687220/content,True,True,49565
388459,9cde714ec69aed698dc25ebd39c5a058,Bijlage 1 UEA,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.35,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12687219/content,True,True,34403
388459,0f17f83c011b544fc49a94d6568bae11,Bijlage 2 Aanbestedingsvoorwaarde,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.15,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12687218/content,True,True,27934
388459,17eae44bf2c7045fe67bb77b08fc3e03,Bijlage 3 Algemene Inkoopvoorwaarden Provincie Flevoland 2023 voor leveringen en diensten,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.24,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12687217/content,True,True,37258
388459,319f6b23c1a572b0dc90e3cae160ffcb,Bijlage 4 Geschiktheidseisen en Selectiecriteria,Excel 2007,Aanbestedingsdocumenten,2025-07-05,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12687216/content,False,False,0
388459,c91e1cd8e1cf6960b1aba54ba4e2534c,Bijlage 5 Verklaring ontbreken Russische betrokkenheid,MS WORD 7 document,Aanbestedingsdocumenten,2025-07-05,0.66,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12687215/content,False,False,0
388459,69d5d314e0bf855382284b020bee78b8,Bijlage 6 Verwerkersovereenkomst,MS WORD 7 document,Aanbestedingsdocumenten,2025-07-05,0.07,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/388459/documenten/12687214/content,False,False,0
385068,3f12b3e799a5c2b7f63e49a62992fe16,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250806091750",Portable Document Format,Aankondiging,2025-08-06,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12798077/content,True,True,6861
385068,47ea2973242f8c52b1b8d46dfa654d42,Aangepaste planning PFAS-onderzoek,Portable Document Format,Nota Van Inlichtingen,2025-08-04,0.04,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12795168/content,True,True,509
385068,54c563f89cb3a20c4764c4bc53d90540,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250804161219",Portable Document Format,Aankondiging,2025-08-04,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12795158/content,True,True,6903
385068,f5f9c1491d46b2d23f009aa57809e6e4,Antwoorden Nota_van_Inlichtingen_PFAS-onderzoek,Portable Document Format,Nota Van Inlichtingen,2025-08-04,0.1,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12795023/content,True,True,50222
385068,b6f5e82f713d39c4521838826fa82742,Antwoorden Nota_van_Inlichtingen_PFAS-onderzoek,Excel 2007,Nota Van Inlichtingen,2025-08-04,0.04,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12795024/content,False,False,0
385068,dfbce848d61b96a51e3f869ba5fb4e14,"TN524383 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20250703165911",Portable Document Format,Aankondiging,2025-07-05,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12687377/content,True,True,6628
385068,4c64f2945d46a9fedc3b558ac32b9448,Selectieleidraad niet openbare procedure voor Inventarisatie PFAS-bronnen in de bodem,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.34,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12687220/content,True,True,49565
385068,9cde714ec69aed698dc25ebd39c5a058,Bijlage 1 UEA,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.35,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12687219/content,True,True,34403
385068,0f17f83c011b544fc49a94d6568bae11,Bijlage 2 Aanbestedingsvoorwaarde,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.15,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12687218/content,True,True,27934
385068,17eae44bf2c7045fe67bb77b08fc3e03,Bijlage 3 Algemene Inkoopvoorwaarden Provincie Flevoland 2023 voor leveringen en diensten,Portable Document Format,Aanbestedingsdocumenten,2025-07-05,0.24,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12687217/content,True,True,37258
385068,319f6b23c1a572b0dc90e3cae160ffcb,Bijlage 4 Geschiktheidseisen en Selectiecriteria,Excel 2007,Aanbestedingsdocumenten,2025-07-05,0.01,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12687216/content,False,False,0
385068,c91e1cd8e1cf6960b1aba54ba4e2534c,Bijlage 5 Verklaring ontbreken Russische betrokkenheid,MS WORD 7 document,Aanbestedingsdocumenten,2025-07-05,0.66,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12687215/content,False,False,0
385068,69d5d314e0bf855382284b020bee78b8,Bijlage 6 Verwerkersovereenkomst,MS WORD 7 document,Aanbestedingsdocumenten,2025-07-05,0.07,https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/385068/documenten/12687214/content,False,False,0
